,x0,xup,y0,yup,z0,zup
branch_Pelecanidae,0.6967579927777129,0.42816497821604066,0.43893452723772,0.23798865787002757,0.22808479761377198,0.13950293052720883
branch_Anhingidae,0.7493285167021363,0.40396569351478195,0.6617889060877853,0.3376501498081495,0.02325580091442437,0.05142909380509171
branch_Phalacrocoracidae,0.6716677597987648,0.40396569351478195,0.5305924205492191,0.3376501498081495,0.14817916741579623,0.05142909380509171
branch_83,0.38330686750780235,0.377994926200627,-0.15665213582145546,-0.16290349065006363,0.31295811626074926,0.28387017890884736
branch_Todidae,0.5327060171986521,0.377994926200627,-0.2409257934930685,-0.16290349065006363,0.3667110246242015,0.28387017890884736
branch_84,0.5129952908645364,0.42568280056719177,-0.18076493881882952,-0.1325682342262669,0.2828317244347211,0.22208142324565178
branch_Meropidae,0.5618679404318094,0.42568280056719177,-0.15290127562329153,-0.1325682342262669,0.2771548791814534,0.22208142324565178
branch_Bucconidae,0.623346763814118,0.5035362226825424,-0.0537034017384156,-0.001184122524462952,0.3293950443025151,0.2663446912627062
branch_Galbulidae,0.6562495063546779,0.5035362226825424,0.05345823006699186,-0.001184122524462952,0.3474624889524555,0.2663446912627062
branch_85,0.4969514155895291,0.4642183066222065,0.04321920735216223,-0.0025645461083013683,0.3608093286437768,0.3390663792309685
branch_86,0.498738187979016,0.4642183066222065,-0.04916996498268438,-0.0025645461083013683,0.3664664121437381,0.3390663792309685
branch_87,-0.26256086932025663,0.007844115670764042,-0.40373610293882,-0.5799031184735259,-0.4460202439133421,-0.2883781345779494
branch_Maluridae,0.07474253932153106,0.007844115670764042,-0.8999111671119242,-0.5799031184735259,-0.1448400400907561,-0.2883781345779494
branch_Pardalotidae,0.1467185214294696,0.007844115670764042,-0.822106148238937,-0.5799031184735259,-0.550104657834861,-0.2883781345779494
branch_Meliphagidae,-0.05696628219149138,0.007844115670764042,-0.967455944356212,-0.5799031184735259,-0.24654374154990205,-0.2883781345779494
branch_Dasyornithidae,0.1279491901021337,0.007844115670764042,-0.8362139212138348,-0.5799031184735259,-0.5332684697173956,-0.2883781345779494
branch_Acanthizidae,0.08654818031977905,0.007844115670764042,-0.8882999824266999,-0.5799031184735259,-0.45103495627099766,-0.2883781345779494
branch_Ptilonorhynchidae,0.03707558886414492,0.006263849907768612,-0.8882007783513415,-0.6791432913566837,0.04574559978635729,0.09478500740686945
branch_Climacteridae,-0.020013234018334797,0.006263849907768612,-0.8311376848537579,-0.6791432913566837,0.19095272678431782,0.09478500740686945
branch_88,0.40051342263309037,0.4764311773217515,-0.3800707239301252,-0.4000800005125471,-0.3983794748391067,-0.2429619971897681
branch_Pipridae,0.6398997935725969,0.4764311773217515,-0.4857607345453524,-0.4000800005125471,-0.09735825253709285,-0.2429619971897681
branch_89,0.35211806556390707,0.2744289044982263,-0.5699907190685022,-0.5864564687853064,-0.0010153528698631088,0.05276567896107257
branch_Thamnophilidae,0.2533576355422753,0.2744289044982263,-0.7565088914518745,-0.5864564687853064,0.1297066018748521,0.05276567896107257
branch_Alcedinidae,0.45873600713734786,0.38330686750780235,-0.16111255270815583,-0.15665213582145546,0.3669025956579712,0.31295811626074926
branch_Momotidae,0.4871205925905832,0.38330686750780235,-0.22825758682805825,-0.15665213582145546,0.40617472714659136,0.31295811626074926
branch_Brachypteraciidae,0.6826349643138789,0.5129952908645364,-0.26459439677435126,-0.18076493881882952,0.3537551695563669,0.2828317244347211
branch_Coraciidae,0.8323286030200732,0.5129952908645364,-0.26371918814686923,-0.18076493881882952,0.48667991979184294,0.2828317244347211
branch_90,0.5330408326105074,0.4969514155895291,0.04551571909040218,0.04321920735216223,0.3620782107005371,0.3608093286437768
branch_Megalaimidae,0.6477313137857488,0.4969514155895291,0.05740290023020881,0.04321920735216223,0.5019792604037465,0.3608093286437768
branch_Indicatoridae,0.5425767263206477,0.498738187979016,-0.06472990285227426,-0.04916996498268438,0.3509993132959663,0.3664664121437381
branch_Picidae,0.522161617129013,0.498738187979016,-0.039714744979618105,-0.04916996498268438,0.43359074395357555,0.3664664121437381
